0	15
1	4
1	52
1	53
2	13
3	6
3	58
3	53
4	5
4	7
4	1
5	4
5	6
5	10
6	23
6	5
6	3
7	42
7	4
7	8
8	9
8	47
8	7
9	8
9	12
9	10
10	5
10	9
10	11
11	24
11	10
11	14
12	13
12	9
12	15
13	12
13	2
13	14
14	31
14	13
14	11
15	12
15	50
15	0
16	31
17	20
17	58
17	59
18	29
19	59
19	22
20	23
20	17
20	21
21	20
21	26
21	22
22	21
22	19
23	24
23	6
23	20
24	23
24	11
24	25
25	24
25	26
25	28
26	21
26	25
26	27
27	30
27	26
28	29
28	25
28	31
29	30
29	28
29	18
30	29
30	27
31	28
31	16
31	14
32	33
32	65
33	43
33	32
34	35
34	44
35	51
35	34
36	51
37	40
37	65
37	66
38	49
39	66
39	42
39	52
40	43
40	41
40	37
41	42
41	46
41	40
42	41
42	39
42	7
43	33
43	40
43	44
44	45
44	43
44	34
45	48
45	46
45	44
46	41
46	45
46	47
47	50
47	8
47	46
48	51
48	45
48	49
49	50
49	38
49	48
50	15
50	47
50	49
51	48
51	35
51	36
52	57
52	39
52	1
53	3
53	55
53	1
54	55
54	57
55	53
55	56
55	54
56	55
56	63
57	69
57	52
57	54
58	17
58	3
58	63
59	61
59	17
59	19
60	61
60	63
61	59
61	62
61	60
62	61
63	60
63	58
63	56
64	70
65	70
65	37
65	32
66	68
66	39
66	37
67	70
67	68
68	69
68	67
68	66
69	68
69	57
70	65
70	64
70	67
